source,title,description,text,label
CryptoNews,"Today in Crypto: USDC Released on Stellar Throughout Coinme, THORChain Halts & Resumes Network, EOS EVM Testnet Goes Live, OKX to Apply for Hong Kong License","Get your daily, bite-sized digest of cryptoasset and blockchain-related news.","Source: CryptoNews Title: Today in Crypto: USDC Released on Stellar Throughout Coinme, THORChain Halts & Resumes Network, EOS EVM Testnet Goes Live, OKX to Apply for Hong Kong License Description: Get your daily, bite-sized digest of cryptoasset and blockchain-related news.",0
CryptoPotato,SBF’s New Bail Agreement Cuts His Access to Messaging Apps (Report),FTX's fomer boss will supposedly be given a new laptop and phone with limited functions. ,Source: CryptoPotato Title: SBF’s New Bail Agreement Cuts His Access to Messaging Apps (Report) Description: FTX's fomer boss will supposedly be given a new laptop and phone with limited functions. ,0
CryptoNews,Sam Bankman-Fried Hit with Additional Indictment Amid Chinese Bribery Allegations,"In the latest twist of the FTX saga, Sam Bankman-Fried (SBF) has been further indicted on allegation of bribing Chinese government officials. Find out more about this breaking FTX news here!","Source: CryptoNews Title: Sam Bankman-Fried Hit with Additional Indictment Amid Chinese Bribery Allegations Description: In the latest twist of the FTX saga, Sam Bankman-Fried (SBF) has been further indicted on allegation of bribing Chinese government officials. Find out more about this breaking FTX news here!",0
CoinTelegraph,Cointelegraph Markets Pro delivers trading alerts good for 65% gains in a choppy market,"Using proprietary indicators, Cointelegraph Markets Pro crunches real-time data to inform traders before the market moves.","Source: CoinTelegraph Title: Cointelegraph Markets Pro delivers trading alerts good for 65% gains in a choppy market Description: Using proprietary indicators, Cointelegraph Markets Pro crunches real-time data to inform traders before the market moves.",0
CoinTelegraph,Crunchbase taps AllianceBlock to boost novel applications in DeFi,Crunchbase partners with AllianceBlock to make business data more accessible to blockchain businesses and developers.,Source: CoinTelegraph Title: Crunchbase taps AllianceBlock to boost novel applications in DeFi Description: Crunchbase partners with AllianceBlock to make business data more accessible to blockchain businesses and developers.,0
CoinTelegraph,Keeping the faith in crypto amid TradFi crisis: Paris Blockchain Week 2023,"On this episode of Decentralize with Cointelegraph, reporter Joe Hall is at Paris Blockchain Week 2023, chatting with some of the industry’s most prominent thinkers in the aftermath of the recent banking crisis.","Source: CoinTelegraph Title: Keeping the faith in crypto amid TradFi crisis: Paris Blockchain Week 2023 Description: On this episode of Decentralize with Cointelegraph, reporter Joe Hall is at Paris Blockchain Week 2023, chatting with some of the industry’s most prominent thinkers in the aftermath of the recent banking crisis.",0
CoinTelegraph,Adoption and nerves — Crypto pumps amid banking crisis,"Despite four major banks imploding recently, Bitcoin remains resilient, but questions persist over the long-term sustainability of its ongoing rally.","Source: CoinTelegraph Title: Adoption and nerves — Crypto pumps amid banking crisis Description: Despite four major banks imploding recently, Bitcoin remains resilient, but questions persist over the long-term sustainability of its ongoing rally.",0
CryptoPotato,Finally Breaking the 6-Week Bearish Streak: Crypto Assets Attract $160M Inflows,Investor concerns surrounding the stability in the traditional finance sector continued to persist. ,Source: CryptoPotato Title: Finally Breaking the 6-Week Bearish Streak: Crypto Assets Attract $160M Inflows Description: Investor concerns surrounding the stability in the traditional finance sector continued to persist. ,0
CryptoNews,"EU Lawmakers to Vote on New Crypto Regulations, Ban Anonymous Transfers Above \x82¬1,000",Lawmakers in the EU will vote on a new set of crypto regulations on Tuesday that could ban large crypto transfers from self-hosted wallets.,"Source: CryptoNews Title: EU Lawmakers to Vote on New Crypto Regulations, Ban Anonymous Transfers Above \x82¬1,000 Description: Lawmakers in the EU will vote on a new set of crypto regulations on Tuesday that could ban large crypto transfers from self-hosted wallets.",0
CoinTelegraph,China to upgrade national blockchain standards by 2025,The Chinese government has been proactively pursuing advancements in its blockchain sector and now aims to upgrade its industry development standards by the year 2025.,Source: CoinTelegraph Title: China to upgrade national blockchain standards by 2025 Description: The Chinese government has been proactively pursuing advancements in its blockchain sector and now aims to upgrade its industry development standards by the year 2025.,0
CryptoNews,South Korean Prosecutors Make Fresh Bid to Arrest Terraform Co-founder Daniel Shin,"South Korean prosecutors hope to arrest Daniel Shin, the Co-founder of Terraform Labs \x93 after officers raided his company Chai Corporation. Meanwhile, evidence appears to show that Do Kwon, the Terraform CEO, established a company in Serbia during his 11-month flight from the prosecution.","Source: CryptoNews Title: South Korean Prosecutors Make Fresh Bid to Arrest Terraform Co-founder Daniel Shin Description: South Korean prosecutors hope to arrest Daniel Shin, the Co-founder of Terraform Labs \x93 after officers raided his company Chai Corporation. Meanwhile, evidence appears to show that Do Kwon, the Terraform CEO, established a company in Serbia during his 11-month flight from the prosecution.",1
CryptoPotato,THORChain Mainnet Halted Amid Potential Vulnerability Concerns,THORChain developers are currently assessing the validity of the claim.,Source: CryptoPotato Title: THORChain Mainnet Halted Amid Potential Vulnerability Concerns Description: THORChain developers are currently assessing the validity of the claim.,0
CoinTelegraph,bZX DAO class-action ruling: Dev with upgrade key makes platform custodial,Delphi Labs general counsel Gabriel Shapiro tweeted that the ruling can also be potentially applied to developers with multisigs.,Source: CoinTelegraph Title: bZX DAO class-action ruling: Dev with upgrade key makes platform custodial Description: Delphi Labs general counsel Gabriel Shapiro tweeted that the ruling can also be potentially applied to developers with multisigs.,0
CryptoNews,New Report Suggests Billionaire Peter Thiel is Connected to Bitcoin Creator Satoshi Nakamoto \x93 Here's What You Need to Know,Bitcoin News: Rumours are resurfacing that Paypal Mafia Billionaire Peter Thiel could have been connected to person behind Satoshi Nakomoto. Could the BTC rumours be true? Find out here!,Source: CryptoNews Title: New Report Suggests Billionaire Peter Thiel is Connected to Bitcoin Creator Satoshi Nakamoto \x93 Here's What You Need to Know Description: Bitcoin News: Rumours are resurfacing that Paypal Mafia Billionaire Peter Thiel could have been connected to person behind Satoshi Nakomoto. Could the BTC rumours be true? Find out here!,0
CryptoNews,XRP Price Prediction as $4 Billion Trading Volume Floods In \x93 Are Whales Buying XRP Before Lawsuit Conclusion?,"The XRP price has risen by 3% in the past 24 hours, reaching $0.484611 on a day when the cryptocurrency market as a whole has dropped by 2.5%.","Source: CryptoNews Title: XRP Price Prediction as $4 Billion Trading Volume Floods In \x93 Are Whales Buying XRP Before Lawsuit Conclusion? Description: The XRP price has risen by 3% in the past 24 hours, reaching $0.484611 on a day when the cryptocurrency market as a whole has dropped by 2.5%.",1
CryptoNews,Luxury Brand Gucci Collaborates with Bored Ape Creator Yuga Labs for Metaverse Project \x93Â\xa0Crypto Adoption on the Rise?,"'In a place where worlds collide, we appear,' Otherside wrote.","Source: CryptoNews Title: Luxury Brand Gucci Collaborates with Bored Ape Creator Yuga Labs for Metaverse Project \x93Â\xa0Crypto Adoption on the Rise? Description: 'In a place where worlds collide, we appear,' Otherside wrote.",0
CryptoPotato,"BlockFi to Reimburse Californians With Over $100,000","BlockFi will refund Californian users who kept repaying their loans, unaware of the company's issues. ","Source: CryptoPotato Title: BlockFi to Reimburse Californians With Over $100,000 Description: BlockFi will refund Californian users who kept repaying their loans, unaware of the company's issues. ",0
CoinTelegraph,"Zero-knowledge proofs coming to Bitcoin, overhauling network state validation",Zero-knowledge proofs have powered the development of Ethereum layer 2s — and now they’re coming to Bitcoin.,"Source: CoinTelegraph Title: Zero-knowledge proofs coming to Bitcoin, overhauling network state validation Description: Zero-knowledge proofs have powered the development of Ethereum layer 2s — and now they’re coming to Bitcoin.",1
CryptoNews,Binance Coin Price Prediction as CFTC Sues Binance \x93 Is This the End of Binance Crypto Exchange?,"The price of Binance Coin (BNB) has fallen by 5% in the past 24 hours, dropping to $310 in response to the news that the CFTC has filed a civil enforcement action against Binance and its CEO Changpeng Zhao.","Source: CryptoNews Title: Binance Coin Price Prediction as CFTC Sues Binance \x93 Is This the End of Binance Crypto Exchange? Description: The price of Binance Coin (BNB) has fallen by 5% in the past 24 hours, dropping to $310 in response to the news that the CFTC has filed a civil enforcement action against Binance and its CEO Changpeng Zhao.",1
CoinTelegraph,How does the monetary supply affect cryptocurrencies?,Cointelegraph analyst and writer Marcel Pechman explains how the monetary supply affects cryptocurrencies.,Source: CoinTelegraph Title: How does the monetary supply affect cryptocurrencies? Description: Cointelegraph analyst and writer Marcel Pechman explains how the monetary supply affects cryptocurrencies.,0
CryptoNews,"Bitcoin Price and Ethereum Prediction: BTC Retests Triple Bottom at $26,650; Will BTC and ETH Bounce Back?","Bitcoin, the world's largest and most popular virtual currency, failed to maintain its upward stance and dropped near $27,000 on Tuesday morning. \nBitcoin reached its highest level in months on Wednesday, reaching $28,889, but plummeted after the United States Federal Reserve announced a rate rise. Bitcoin has increased by 62.7% since the beginning of the year.","Source: CryptoNews Title: Bitcoin Price and Ethereum Prediction: BTC Retests Triple Bottom at $26,650; Will BTC and ETH Bounce Back? Description: Bitcoin, the world's largest and most popular virtual currency, failed to maintain its upward stance and dropped near $27,000 on Tuesday morning. \nBitcoin reached its highest level in months on Wednesday, reaching $28,889, but plummeted after the United States Federal Reserve announced a rate rise. Bitcoin has increased by 62.7% since the beginning of the year.",1
CoinTelegraph,"Bitcoin price retains $27K, but forecast says 'correction is incoming'","BTC price action repeatedly tests the mettle of $27,000 support, while Bitcoin analysis differs over what comes next.","Source: CoinTelegraph Title: Bitcoin price retains $27K, but forecast says 'correction is incoming' Description: BTC price action repeatedly tests the mettle of $27,000 support, while Bitcoin analysis differs over what comes next.",1
CryptoNews,Crypto Firms in Hong Kong Get Boost as Regulators Host Meeting with Bankers,Hong Kong officials plan to host a meeting between crypto companies and bankers in an attempt to ease financing for the sector as the city pushes toward becoming a global crypto hub.,Source: CryptoNews Title: Crypto Firms in Hong Kong Get Boost as Regulators Host Meeting with Bankers Description: Hong Kong officials plan to host a meeting between crypto companies and bankers in an attempt to ease financing for the sector as the city pushes toward becoming a global crypto hub.,1
CoinTelegraph,Binance Bitcoin balance drops by 3.4K BTC within 24 hours of CFTC lawsuit,"Binance’s Bitcoin balance was reduced by over 3,900 BTC in the past week, of which 3,400 BTC were pulled out in the last 24 hours alone.","Source: CoinTelegraph Title: Binance Bitcoin balance drops by 3.4K BTC within 24 hours of CFTC lawsuit Description: Binance’s Bitcoin balance was reduced by over 3,900 BTC in the past week, of which 3,400 BTC were pulled out in the last 24 hours alone.",0
CoinTelegraph,THORChain mainnet halted amid new vulnerability reports,"THORChain has once again halted its network, taking action as a precautionary measure while verifying reports on a potential network vulnerability.","Source: CoinTelegraph Title: THORChain mainnet halted amid new vulnerability reports Description: THORChain has once again halted its network, taking action as a precautionary measure while verifying reports on a potential network vulnerability.",1
CryptoPotato,Voyager Digital Sale to Binance US on The Rocks Again,"In addition to the CFTC lawsuit, a U.S. District Court has halted the sale of Voyager Digital.","Source: CryptoPotato Title: Voyager Digital Sale to Binance US on The Rocks Again Description: In addition to the CFTC lawsuit, a U.S. District Court has halted the sale of Voyager Digital.",1
CoinTelegraph,"Bitcoin hash rate spikes to 398 exahash, analysts say miners coming back online",Analysts are speculating that the Bitcoin hash rate has seen a big spike recently as miners come back online to reap the rewards of the BTC price hike.,"Source: CoinTelegraph Title: Bitcoin hash rate spikes to 398 exahash, analysts say miners coming back online Description: Analysts are speculating that the Bitcoin hash rate has seen a big spike recently as miners come back online to reap the rewards of the BTC price hike.",1
CoinTelegraph,Disney reportedly scraps its metaverse division,The metaverse division was originally put together to work on new ways to engage Disney’s audience.,Source: CoinTelegraph Title: Disney reportedly scraps its metaverse division Description: The metaverse division was originally put together to work on new ways to engage Disney’s audience.,0
CryptoPotato,Binance CEO Denies CFTC Accusations Of Market Manipulation,CZ responded to the CFTC allegations and addressed some of them in a formal blog post. ,Source: CryptoPotato Title: Binance CEO Denies CFTC Accusations Of Market Manipulation Description: CZ responded to the CFTC allegations and addressed some of them in a formal blog post. ,1
CoinTelegraph,Bitcoin ATM maker to refund customers impacted by zero-day hack,"General Bytes has implemented several measures in the wake of the hack, including offering to reimburse its cloud-hosted customers and adding new security measures.","Source: CoinTelegraph Title: Bitcoin ATM maker to refund customers impacted by zero-day hack Description: General Bytes has implemented several measures in the wake of the hack, including offering to reimburse its cloud-hosted customers and adding new security measures.",0
CryptoPotato,G7 Countries Set a Date for Imposing Global Crypto Regulation After the Recent Banking Crisis (Report),The G7 nations could supposedly introduce a global cryptocurrency regulatory framework by July 2023.,Source: CryptoPotato Title: G7 Countries Set a Date for Imposing Global Crypto Regulation After the Recent Banking Crisis (Report) Description: The G7 nations could supposedly introduce a global cryptocurrency regulatory framework by July 2023.,1
CoinTelegraph,Voyager's $1B sale to Binance.US put on hold by US court,A federal judge has temporarily halted a proposed deal between Voyager and Binance.US in order to give the government more time to pursue appeals that challenge the deal.,Source: CoinTelegraph Title: Voyager's $1B sale to Binance.US put on hold by US court Description: A federal judge has temporarily halted a proposed deal between Voyager and Binance.US in order to give the government more time to pursue appeals that challenge the deal.,1
CryptoPotato,Leading Chinese Banks Support Hong Kong-Based Crypto Firms: Report,"The Bank of Communications, the Bank of China, and Shanghai Pudong Development Bank have supposedly assisted crypto companies located in Hong Kong.","Source: CryptoPotato Title: Leading Chinese Banks Support Hong Kong-Based Crypto Firms: Report Description: The Bank of Communications, the Bank of China, and Shanghai Pudong Development Bank have supposedly assisted crypto companies located in Hong Kong.",0
CoinTelegraph,Breaking: Binance CEO CZ rejects allegations of market manipulation,The response comes in relation to a series of claims made by the CFTC in its March 27 complaint against Binance.,Source: CoinTelegraph Title: Breaking: Binance CEO CZ rejects allegations of market manipulation Description: The response comes in relation to a series of claims made by the CFTC in its March 27 complaint against Binance.,0
CryptoPotato,Binance Withdrawals Surge During CFTC Indictment,"There was an increase in net withdrawals from Binance on the news of the CFTC’s charges, shortly before and after the filing.","Source: CryptoPotato Title: Binance Withdrawals Surge During CFTC Indictment Description: There was an increase in net withdrawals from Binance on the news of the CFTC’s charges, shortly before and after the filing.",0
CryptoNews,"Bitcoin's Non-Zero Balance Addresses Keep Surging, But These Key On-chain BTC Metrics Show Weakness","Weakness in key on-chain activity metrics comes after Bitcoin's recent failure to test the $30,000 level, though investors remain optimistic about the longer-term price outlook.","Source: CryptoNews Title: Bitcoin's Non-Zero Balance Addresses Keep Surging, But These Key On-chain BTC Metrics Show Weakness Description: Weakness in key on-chain activity metrics comes after Bitcoin's recent failure to test the $30,000 level, though investors remain optimistic about the longer-term price outlook.",0
CryptoPotato,Gucci Forges Multi-Year Partnership With BAYC Creator YUGA Labs,"Gucci plans on capitalizing on the expertise of creatives through strategic partnerships, according to a statement.","Source: CryptoPotato Title: Gucci Forges Multi-Year Partnership With BAYC Creator YUGA Labs Description: Gucci plans on capitalizing on the expertise of creatives through strategic partnerships, according to a statement.",0
CoinTelegraph,MakerDAO passes new 'constitution' to formalize governance process,"The document creates multiple offices tasked with fulfilling various jobs for the protocol, each with their own powers and responsibilities.","Source: CoinTelegraph Title: MakerDAO passes new 'constitution' to formalize governance process Description: The document creates multiple offices tasked with fulfilling various jobs for the protocol, each with their own powers and responsibilities.",0
CryptoNews,Bitcoin is Set to Disrupt Africa's $85 Billion Financial System \x93 Here's What You Need to Know,"Bitcoin is on its way to become the currency of choice for moving money between African countries, a new CNBC report has revealed.","Source: CryptoNews Title: Bitcoin is Set to Disrupt Africa's $85 Billion Financial System \x93 Here's What You Need to Know Description: Bitcoin is on its way to become the currency of choice for moving money between African countries, a new CNBC report has revealed.",0
CoinTelegraph,Euler Finance exploiter returns another $37.1M worth of ETH and DAI,The exploiter originally drained $195 million worth of ETH and tokens from the protocol but has now returned around $138 million.,Source: CoinTelegraph Title: Euler Finance exploiter returns another $37.1M worth of ETH and DAI Description: The exploiter originally drained $195 million worth of ETH and tokens from the protocol but has now returned around $138 million.,1
CoinTelegraph,"Price analysis 3/27: SPX, DXY, BTC, ETH, BNB, XRP, ADA, MATIC, DOGE, SOL","The crypto market corrected on news of the CFTC suing Binance and its CEO Changpeng Zhao, but technical charts reveal a silver lining.","Source: CoinTelegraph Title: Price analysis 3/27: SPX, DXY, BTC, ETH, BNB, XRP, ADA, MATIC, DOGE, SOL Description: The crypto market corrected on news of the CFTC suing Binance and its CEO Changpeng Zhao, but technical charts reveal a silver lining.",1
CryptoPotato,Chinese Crypto Exec Quits Firm Amidst Sexual Harrasment Probe,The company had recently\xa0initiated an investigation into his behavior in the workplace.,Source: CryptoPotato Title: Chinese Crypto Exec Quits Firm Amidst Sexual Harrasment Probe Description: The company had recently\xa0initiated an investigation into his behavior in the workplace.,0
CryptoNews,"Best Crypto to Buy Now 27 March \x93 LTC, CFX, MASK",The cryptocurrency market was caught off guard today as news broke of a CFTC lawsuit targeting leading crypto exchange Binance. How might the recent developments affect the selection of the best cryptos to buy now?,"Source: CryptoNews Title: Best Crypto to Buy Now 27 March \x93 LTC, CFX, MASK Description: The cryptocurrency market was caught off guard today as news broke of a CFTC lawsuit targeting leading crypto exchange Binance. How might the recent developments affect the selection of the best cryptos to buy now?",1
CryptoNews,Crypto Listing and Delisting Announcements: Week 13,"Here is our weekly collection of digital asset listing and delisting, trading pair-related announcements by crypto exchanges that we found last week and today.Have we missed something? Do you have information about new listings and/or...","Source: CryptoNews Title: Crypto Listing and Delisting Announcements: Week 13 Description: Here is our weekly collection of digital asset listing and delisting, trading pair-related announcements by crypto exchanges that we found last week and today.Have we missed something? Do you have information about new listings and/or...",1
CoinTelegraph,"Ted Cruz and Ron DeSantis take on the ‘digital dollar’: Law Decoded, March 20–27",Two lawmakers in one week weighed in against the possibility of a United States central bank digital currency.,"Source: CoinTelegraph Title: Ted Cruz and Ron DeSantis take on the ‘digital dollar’: Law Decoded, March 20–27 Description: Two lawmakers in one week weighed in against the possibility of a United States central bank digital currency.",0
CryptoPotato,What are Binance and CZ Being Accused Of? A Closer Look at the CFTC Filing,Here are the CFTC’s accusations against Binance that CZ is choosing to ignore.\xa0,Source: CryptoPotato Title: What are Binance and CZ Being Accused Of? A Closer Look at the CFTC Filing Description: Here are the CFTC’s accusations against Binance that CZ is choosing to ignore.\xa0,1
CoinTelegraph,An overview of fake product detection using blockchain technology,"Blockchain technology can be used for fake product detection, providing secure and transparent records of transactions to prevent fraud and counterfeiting.","Source: CoinTelegraph Title: An overview of fake product detection using blockchain technology Description: Blockchain technology can be used for fake product detection, providing secure and transparent records of transactions to prevent fraud and counterfeiting.",0
CryptoNews,Litecoin Price Prediction as Bullish Price Action Catches Attention of Crypto Twitter \x93 Can LTC Hit $100?,"Litecoin's near-term price outlook isn't great as it dips back below its 50DMA, but the longer-term outlook remains robust according to these analysts.","Source: CryptoNews Title: Litecoin Price Prediction as Bullish Price Action Catches Attention of Crypto Twitter \x93 Can LTC Hit $100? Description: Litecoin's near-term price outlook isn't great as it dips back below its 50DMA, but the longer-term outlook remains robust according to these analysts.",0
CoinTelegraph,Traditional finance fears drive digital asset investment inflows to $160M,"According to CoinShares, crypto investment products experienced weekly inflows of $160 million, the largest since July 2022.","Source: CoinTelegraph Title: Traditional finance fears drive digital asset investment inflows to $160M Description: According to CoinShares, crypto investment products experienced weekly inflows of $160 million, the largest since July 2022.",1
CryptoNews,Breaking: Binance Sued By CFTC Over Offering Unregistered Crypto Derivate Trading Products in US,"In its latest lawsuit, the CFTC claims that Bitcoin, Ether, Litecoin, Tether and Binance USD are all commodities.","Source: CryptoNews Title: Breaking: Binance Sued By CFTC Over Offering Unregistered Crypto Derivate Trading Products in US Description: In its latest lawsuit, the CFTC claims that Bitcoin, Ether, Litecoin, Tether and Binance USD are all commodities.",1
CoinTelegraph,XRP price: 'sell the news' moment nears after crypto-leading 20% weekly gain,XRP whales have been accumulating since February with only days remaining until the SEC vs. Ripple lawsuit could reach its potential conclusion.,Source: CoinTelegraph Title: XRP price: 'sell the news' moment nears after crypto-leading 20% weekly gain Description: XRP whales have been accumulating since February with only days remaining until the SEC vs. Ripple lawsuit could reach its potential conclusion.,1
CryptoPotato,"Is Gold Still a “Boomer Rock” Next to Bitcoin? Not This Year, Says Bloomberg Analyst",The banking crisis may finally spur gold to break past its longtime $2000/oz barrier.\xa0,"Source: CryptoPotato Title: Is Gold Still a “Boomer Rock” Next to Bitcoin? Not This Year, Says Bloomberg Analyst Description: The banking crisis may finally spur gold to break past its longtime $2000/oz barrier.\xa0",1
CryptoNews,Amazon Drops NFT Bombshell: Official Email Teases Digital Tokens and Platform Gallery,"The e-commerce giant Amazon has officially jumped on the NFT bandwagon, an email sent out to at least one customer suggests.","Source: CryptoNews Title: Amazon Drops NFT Bombshell: Official Email Teases Digital Tokens and Platform Gallery Description: The e-commerce giant Amazon has officially jumped on the NFT bandwagon, an email sent out to at least one customer suggests.",1
CryptoNews,Super Rich Crypto Investor Allegedly Abducted and Held for Ransom \x93Â\xa0Here's What Happened,"A Canadian self-proclaimed \x9ccrypto king,\x9d who allegedly defrauded investors out of millions, was kidnapped, tortured, and held for a multi-million-dollar ransom.","Source: CryptoNews Title: Super Rich Crypto Investor Allegedly Abducted and Held for Ransom \x93Â\xa0Here's What Happened Description: A Canadian self-proclaimed \x9ccrypto king,\x9d who allegedly defrauded investors out of millions, was kidnapped, tortured, and held for a multi-million-dollar ransom.",0
CoinTelegraph,From PayPal to Web3: Digital identity could play key role in unlocking mainstream adoption,"The financial payments industry has seen its fair share of evolution, and is currently at an inflection point with Web3.","Source: CoinTelegraph Title: From PayPal to Web3: Digital identity could play key role in unlocking mainstream adoption Description: The financial payments industry has seen its fair share of evolution, and is currently at an inflection point with Web3.",1
CoinTelegraph,"Gaming and Web3 outlook, what’s available on the market? Report","Blockchain gaming is moving fast, are you up-to-speed? Cointelegraph Research’s latest report reviews 20 games of today, and a few to be looking out for tomorrow.","Source: CoinTelegraph Title: Gaming and Web3 outlook, what’s available on the market? Report Description: Blockchain gaming is moving fast, are you up-to-speed? Cointelegraph Research’s latest report reviews 20 games of today, and a few to be looking out for tomorrow.",0
CryptoPotato,Binance Continues Global Expansion With New ‘Web3 Outpost’ in Georgia,Binance had previously signed MoU as well as MoC with Georgian institutions earlier this year.,Source: CryptoPotato Title: Binance Continues Global Expansion With New ‘Web3 Outpost’ in Georgia Description: Binance had previously signed MoU as well as MoC with Georgian institutions earlier this year.,0
CoinTelegraph,Polygon's ‘holy grail’ Ethereum scaling zkEVM beta hits mainnet,"Ethereum layer 2 scaling platform Polygon has released its zkEVM to mainnet beta, allowing developers to deploy smart contracts with increased finality and lower costs.","Source: CoinTelegraph Title: Polygon's ‘holy grail’ Ethereum scaling zkEVM beta hits mainnet Description: Ethereum layer 2 scaling platform Polygon has released its zkEVM to mainnet beta, allowing developers to deploy smart contracts with increased finality and lower costs.",1
CryptoNews,Japan Set to Ask G7 & G20 to Bolster Crypto Regulation \x93 And Not For the First Time,Japan is set to make another attempt to convince G7 and G20 leaders to adopt streamlined crypto regulations.,Source: CryptoNews Title: Japan Set to Ask G7 & G20 to Bolster Crypto Regulation \x93 And Not For the First Time Description: Japan is set to make another attempt to convince G7 and G20 leaders to adopt streamlined crypto regulations.,0
CoinTelegraph,Top 7 legal and compliance jobs in the crypto market,Explore essential skills for top legal and compliance jobs in the crypto market.,Source: CoinTelegraph Title: Top 7 legal and compliance jobs in the crypto market Description: Explore essential skills for top legal and compliance jobs in the crypto market.,0
CoinTelegraph,Michael Saylor’s MicroStrategy repays Silvergate loan and buys 6.5K BTC,"MicroStrategy has increased its total Bitcoins holdings to 138,955 BTC, purchased for $4.1 billion at an average of $29,817 per coin.","Source: CoinTelegraph Title: Michael Saylor’s MicroStrategy repays Silvergate loan and buys 6.5K BTC Description: MicroStrategy has increased its total Bitcoins holdings to 138,955 BTC, purchased for $4.1 billion at an average of $29,817 per coin.",1
CoinTelegraph,Paris Blockchain Week 2023: A net positive for the entire crypto industry,"The theme of PBW revolved around the evolution of Web3 in the mainstream, the past, present and future of the crypto industry.","Source: CoinTelegraph Title: Paris Blockchain Week 2023: A net positive for the entire crypto industry Description: The theme of PBW revolved around the evolution of Web3 in the mainstream, the past, present and future of the crypto industry.",0
CryptoNews,XRP Price Prediction as XRP Becomes Best Performing Crypto Over the Last 7 Days \x93 Is a New Bull Market Starting?,"The XRP price has gained by 1% in the past 24 hours, with its move to $0.468157 making it the best-performing top-100 cryptocurrency within the past week.","Source: CryptoNews Title: XRP Price Prediction as XRP Becomes Best Performing Crypto Over the Last 7 Days \x93 Is a New Bull Market Starting? Description: The XRP price has gained by 1% in the past 24 hours, with its move to $0.468157 making it the best-performing top-100 cryptocurrency within the past week.",0
CryptoNews,Venezuela's Anti-Corruption Investigation Rocks Cryptocurrency Industry: Exchanges and Mining Farms Shut Down,"Venezuelan mining farms and exchanges have reportedly been ordered to shut down over the past few days, following the President's order to restructure the country's crypto regulatory agency. They seem to have been a casualty of an investigation that resulted in the arrest of 21 individuals.","Source: CryptoNews Title: Venezuela's Anti-Corruption Investigation Rocks Cryptocurrency Industry: Exchanges and Mining Farms Shut Down Description: Venezuelan mining farms and exchanges have reportedly been ordered to shut down over the past few days, following the President's order to restructure the country's crypto regulatory agency. They seem to have been a casualty of an investigation that resulted in the arrest of 21 individuals.",0
CryptoNews,Do Kwon Says His 'Rights Are Being Violated' \x93 But He Could Be Saved by a Legal Twist,The Terraform Labs CEO Do Kwon has complained that his \x9crights\x9d are being \x9cviolated.\x9d And legal experts warn that it could be \x9cyears\x9d before his case is heard if he is extradited to face charges in his native South Korea.,Source: CryptoNews Title: Do Kwon Says His 'Rights Are Being Violated' \x93 But He Could Be Saved by a Legal Twist Description: The Terraform Labs CEO Do Kwon has complained that his \x9crights\x9d are being \x9cviolated.\x9d And legal experts warn that it could be \x9cyears\x9d before his case is heard if he is extradited to face charges in his native South Korea.,0
CryptoNews,Shiba Inu Price Prediction as SHIB Jumps 8% from Recent Bottom \x93 Where is the Next SHIB Target?,"The Shiba Inu price has dropped by 0.5% in the past 24 hours, yet its indicators suggest a recovery isn't far away.","Source: CryptoNews Title: Shiba Inu Price Prediction as SHIB Jumps 8% from Recent Bottom \x93 Where is the Next SHIB Target? Description: The Shiba Inu price has dropped by 0.5% in the past 24 hours, yet its indicators suggest a recovery isn't far away.",0
CryptoNews,Nvidia CTO Claims Cryptocurrencies are Useless: AI Chatbots a Better Use of Processing Power,"Nvidia News: Anti-Crypto Nvidia CTO Michael Kagan Dismissed Cryptocurrencies In A Recent Interview With The Guardian, But Is Kagan Right To Adopt This Luddite Stance? Find Out Here!","Source: CryptoNews Title: Nvidia CTO Claims Cryptocurrencies are Useless: AI Chatbots a Better Use of Processing Power Description: Nvidia News: Anti-Crypto Nvidia CTO Michael Kagan Dismissed Cryptocurrencies In A Recent Interview With The Guardian, But Is Kagan Right To Adopt This Luddite Stance? Find Out Here!",0
CoinTelegraph,Crypto exchange Binance launches new regional hub in Georgia,"Currently employing 25 people in Georgia, Binance aims to create “dozens more jobs” with the launch of its regional hub by the end of 2023.","Source: CoinTelegraph Title: Crypto exchange Binance launches new regional hub in Georgia Description: Currently employing 25 people in Georgia, Binance aims to create “dozens more jobs” with the launch of its regional hub by the end of 2023.",0
CryptoNews,Chinese State-Owned Banks Extend Crypto-Friendly Hand to Hong Kong Firms,China's state-owned banks are offering services to local cryptocurrency companies in Hong Kong as the city embraces a more friendly regulatory stance.,Source: CryptoNews Title: Chinese State-Owned Banks Extend Crypto-Friendly Hand to Hong Kong Firms Description: China's state-owned banks are offering services to local cryptocurrency companies in Hong Kong as the city embraces a more friendly regulatory stance.,0
CoinTelegraph,The benefits of trading Forex pairs in decentralized finance,Crypto holders can get synthetic exposure to Forex pairs directly on-chain thanks to decentralized leveraged trading platforms.,Source: CoinTelegraph Title: The benefits of trading Forex pairs in decentralized finance Description: Crypto holders can get synthetic exposure to Forex pairs directly on-chain thanks to decentralized leveraged trading platforms.,0
